citing_oid	citing_date	nd_cite	nw_cite	class	fix	context
17621	2020-03-19	2018 ND 34	905 N.W.2d 914	DB_NO_PARALLEL		state subsequent to trial in extraordinary circumstances. Innis-Smith v. Smith, 2018 ND 34 , 905 N.W.2d 914 . In Inni
17622	2020-03-19	2019 ND 268	935 N.W.2d 654	DB_NO_PARALLEL		is a question of law that we review de novo on the record. Broten v. Carter, 2019 ND 268 , ¶ 7, 935 N.W.2d 654 (quoting
17624	2020-03-19	2020 ND 30	938 N.W.2d 897	DB_NO_PARALLEL		inal judgment from which an appeal may be immediately taken.” State v. Thomas, 2020 ND 30, ¶ 16 , 938 N.W.2d 897 . A sen
17626	2020-03-19	2019 ND 240	934 N.W.2d 5	DB_NO_PARALLEL		nt is a question of law that we review de novo on the record. Brock v. Price, 2019 ND 240, ¶ 10 , 934 N.W.2d 5 (quoting
17628	2020-03-19	2018 ND 30	905 N.W.2d 728	DB_NO_PARALLEL		which will not be reversed on appeal unless clearly erroneous. Valeu v. Strube, 2018 ND 30, ¶ 8 , 905 N.W.2d 728 ; Green
19569	2020-03-25	2020 ND 23	937 N.W.2d 503	DB_NO_PARALLEL		xistence of a duty is a question of law. Devore v. American Eagle Energy Corp., 2020 ND 23, ¶ 18, 937 N.W.2d 503. Ackerm
17630	2020-04-06	2016 ND 8	874 N.W.2d 61	OTHER		le searches and seizures has occurred is a question of law. State v. Ballard, 2016 ND 8, ¶ 6 , 874 N.W.2d 61 (interna
17631	2020-04-06	2020 ND 30	938 N.W.2d 897	DB_NO_PARALLEL		llate court to conclude the burden is satisfied.” Id. (citing State v. Thomas, 2020 ND 30, ¶ 14 , 938 N.W.2d 897 (citati
17633	2020-04-06	2018 ND 53	907 N.W.2d 351	DB_NO_PARALLEL		sciously accepting a substantial benefit from a divorce judgment. Tuhy v. Tuhy, 2018 ND 53, ¶ 7 , 907 N.W.2d 351 . A par
17633	2020-04-06	2019 ND 25	921 N.W.2d 7	OTHER		r inheritance by one spouse, be irrevocably set aside to that spouse.” Swanson, 2019 ND 25, ¶ 9 , 921 N.W.2d 7 666. But
19570	2020-04-06	2020 ND 39	938 N.W.2d 392	DB_NO_PARALLEL		cumentary evidence is admissible, it must be authenticated.” Ouradnik v. Henke, 2020 ND 39, ¶ 20, 938 N.W.2d 392 (quotin
19570	2020-04-06	2019 ND 257	934 N.W.2d 867	DB_NO_PARALLEL		erroneous standard of review under N.D.R.Civ.P. 52(a). In re Estate of Blikre, 2019 ND 257, ¶ 22, 934 N.W.2d 867 (citing
17639	2020-05-07	2018 ND 12	906 N.W.2d 77	DB_NO_PARALLEL		le restitution based on the entirety of his actual losses. State v. Kostelecky, 2018 ND 12, ¶ 12 , 906 N.W.2d 77 . The r
17641	2020-05-07	2019 ND 291	936 N.W.2d 389	DB_NO_PARALLEL		"e case by addressing only one prong it is encouraged to do so."" Stein v. State, 2019 ND 291, ¶ 10, 936 N.W.2d 389 (quoti"
17646	2020-05-07	2020 ND 39	938 N.W.2d 392	DB_NO_PARALLEL		on appeal unless the hearing officer abused her discretion. Ouradnik v. Henke, 2020 ND 39 , ¶ 19, 938 N.W.2d 392 . An ab
17648	2020-05-07	2018 ND 51	907 N.W.2d 780	DB_NO_PARALLEL		olations are reviewed under the abuse of discretion standard. State v. Rolfson, 2018 ND 51, ¶ 6, 907 N.W.2d 780 (citing 
17649	2020-05-07	2010 ND 164	787 N.W.2d 761	DB_NO_PARALLEL		upport of the claim which would entitle the plaintiff to relief. Bala v. State, 2010 ND 164, ¶ 7 , 787 N.W.2d 761 . This
17649	2020-05-07	2010 ND 160	787 N.W.2d 738	DB_NO_PARALLEL		ction and must assert the party’s own legal rights and interests. In re J.D.F., 2010 ND 160, ¶ 14 , 787 N.W.2d 738 ; see
19460	2020-05-07	2020 ND 39	938 N.W.2d 392	DB_NO_PARALLEL		tary evidence must be authenticated before it is admissible. Ouradnik v. Henke, 2020 ND 39, ¶ 20, 938 N.W.2d 392. Authen
17651	2020-06-02	2016 ND 8	874 N.W.2d 61	OTHER		Powley cited State v. White, 2017 ND 51, 890 N.W.2d 825, and State v. Ballard, 2016 ND 8, 874 N.W.2d 61, in suppo
17651	2020-06-02	2016 ND 8	874 N.W.2d 61	OTHER		law. State v. West, 2020 ND 74, ¶ 7, 941 N.W.2d 533 (quoting State v. Ballard, 2016 ND 8, ¶ 6, 874 N.W.2d 61). III [¶
17651	2020-06-02	2016 ND 8	874 N.W.2d 61	OTHER		.Ct. 2193, 165 L.Ed.2d 250 (2006) (citation omitted) (quotation marks omitted). 2016 ND 8, ¶ 8, 874 N.W.2d 61 (emphasis
17651	2020-06-02	2016 ND 8	874 N.W.2d 61	OTHER		"d for the promotion of legitimate governmental interests."" [State v.] Ballard, [2016 ND 8, ¶ 30, 874 N.W.2d 61] (quoting"
17651	2020-06-02	2016 ND 8	874 N.W.2d 61	OTHER		"role is one point on the ""continuum"" of state-imposed punishments. See Ballard, 2016 ND 8, ¶¶ 34-35, 874 N.W.2d 61 (quot"
17651	2020-06-02	2016 ND 8	874 N.W.2d 61	OTHER		"everely diminished expectations of privacy."" Samson, at 852. [¶12] In Ballard, 2016 ND 8, 874 N.W.2d 61, a deputy"
19463	2020-06-02	2019 ND 297	936 N.W.2d 376	DB_NO_PARALLEL		trial strategy was reasonable. N.D.R.App.P. 35.1(a)(2); see Edwardson v. State, 2019 ND 297, ¶ 9, 936 N.W.2d 376. [¶3] J
19464	2020-06-02	2019 ND 54	923 N.W.2d 137	OTHER		ing of fact subject to the clearly erroneous standard of review. Dick v. Erman, 2019 ND 54, ¶ 12, 923 N.W.2d 137. A find
19464	2020-06-02	2019 ND 54	923 N.W.2d 137	OTHER		inely awarded if the child is old enough, absent a reason for denying it. Dick, 2019 ND 54, ¶ 13, 923 N.W.2d 137. But a 
19470	2020-06-02	2019 ND 301	936 N.W.2d 528	DB_NO_PARALLEL		eld by either party must be included in the marital estate. Lessard v. Johnson, 2019 ND 301, ¶ 21, 936 N.W.2d 528. The c
19470	2020-06-02	2018 ND 53	907 N.W.2d 351	DB_NO_PARALLEL		such other matters as may be material. Lessard, at ¶ 21 (quoting Tuhy v. Tuhy, 2018 ND 53, ¶ 10, 907 N.W.2d 351). The co
19470	2020-06-02	2019 ND 301	936 N.W.2d 528	DB_NO_PARALLEL		). A long-term marriage generally supports an equal property division. Lessard, 2019 ND 301, ¶ 21, 936 N.W.2d 528. “Whil
19472	2020-06-02	2018 ND 56	907 N.W.2d 361	DB_NO_PARALLEL		rror a ruling or other trial proceeding invited by that party.” State v. Rende, 2018 ND 56, ¶ 9, 907 N.W.2d 361 (quoting
19476	2020-06-02	2018 ND 12	906 N.W.2d 77	DB_NO_PARALLEL		district court may order under § 12.1-32-08.” Id. (citing State v. Kostelecky, 2018 ND 12, ¶ 12, 906 N.W.2d 77). “Harmon
17652	2020-06-08	2013 ND 1	828 N.W.2d 546	DB_NO_PARALLEL		y to our decision, or have not been adequately briefed. See Holkesvig v. State, 2013 ND 1, ¶ 2 , 828 N.W.2d 546 (stating
19483	2020-06-08	2019 ND 264	935 N.W.2d 255	DB_NO_PARALLEL		tion order revisited have been unsuccessful. See Matter of Emelia Hirsch Trust, 2019 ND 264, 935 N.W.2d 255; Matter o
19483	2020-06-08	2016 ND 217	888 N.W.2d 205	OTHER		melia Hirsch Trust, 2017 ND 291, 904 N.W.2d 740; Matter of Emelia Hirsch Trust, 2016 ND 217, 888 N.W.2d 205; Matter o
19483	2020-06-08	2013 ND 63	832 N.W.2d 334	DB_NO_PARALLEL		melia Hirsch Trust, 2014 ND 135, 848 N.W.2d 719; Matter of Emelia Hirsch Trust, 2013 ND 63, 832 N.W.2d 334. [¶3] We
17657	2020-06-29	2019 ND 292	936 N.W.2d 45	DB_NO_PARALLEL		wide degree of discretion when determining restitution awards. State v. Walker, 2019 ND 292, ¶ 5 , 936 N.W.2d 45 (citing
17657	2020-06-29	2018 ND 45	907 N.W.2d 773	DB_NO_PARALLEL		the victim as a result of the criminal or delinquent conduct.’” State v. Bruce, 2018 ND 45, ¶ 11 , 907 N.W.2d 773 . Sect
17657	2020-06-29	2018 ND 12	906 N.W.2d 77	DB_NO_PARALLEL		may order under N.D.C.C. § 12.1-32- 08(1)(a). Id. (citing State v. Kostelecky, 2018 ND 12, ¶ 12 , 906 N.W.2d 77 ). [¶7]
17657	2020-06-29	2018 ND 12	906 N.W.2d 77	DB_NO_PARALLEL		e, which is a standard similar to our abuse of discretion standard. Kostelecky, 2018 ND 12, ¶ 6 , 906 N.W.2d 77 (quoting
17657	2020-06-29	2019 ND 292	936 N.W.2d 45	DB_NO_PARALLEL		f possessing stolen property and damage to that same property. State v. Walker, 2019 ND 292, ¶ 12 , 936 N.W.2d 45 . In W
17658	2020-06-29	2019 ND 297	936 N.W.2d 376	DB_NO_PARALLEL		Civil Procedure govern post-conviction relief proceedings.” Edwardson v. State, 2019 ND 297, ¶ 8 , 936 N.W.2d 376 (citin
17658	2020-06-29	2018 ND 50	907 N.W.2d 758	DB_NO_PARALLEL		rdson v. State, 2019 ND 297, ¶ 8 , 936 N.W.2d 376 (citing Blackcloud v. State, 2018 ND 50, ¶ 5 , 907 N.W.2d 758 ). “Whet
17658	2020-06-29	2019 ND 297	936 N.W.2d 376	DB_NO_PARALLEL		which requires Truelove to prove two prongs to establish his claim. Edwardson, 2019 ND 297, ¶ 7 , 936 N.W.2d 376 (citing
17659	2020-06-29	2019 ND 291	936 N.W.2d 389	DB_NO_PARALLEL		"d on appeal unless clearly erroneous under N.D.R.Civ.P. 52(a)."" Stein v. State, 2019 ND 291, ¶ 5, 936 N.W.2d 389 (quotin"
17659	2020-06-29	2019 ND 291	936 N.W.2d 389	DB_NO_PARALLEL		"h to result in denial of the counsel guaranteed by the Sixth Amendment."" Stein, 2019 ND 291, ¶ 7, 936 N.W.2d 389 (quotin"
17661	2020-06-29	2018 ND 23	905 N.W.2d 744	DB_NO_PARALLEL		tru Health Sys., 2008 ND 48, ¶ 7 , 746 N.W.2d 173 ); see also Kautzman v. Doll, 2018 ND 23, ¶ 9 , 905 N.W.2d 744 (“North
19486	2020-06-29	2018 ND 43	907 N.W.2d 378	DB_NO_PARALLEL		The deprivation of the right to counsel is a structural error. State v. Decker, 2018 ND 43, ¶ 8, 907 N.W.2d 378. We revi
19486	2020-06-29	2020 ND 30	938 N.W.2d 897	DB_NO_PARALLEL		n appeal an obvious error, we decline to address his argument. State v. Thomas, 2020 ND 30, ¶ 15, 938 N.W.2d 897 (declin
19493	2020-06-29	2020 ND 39	938 N.W.2d 392	DB_NO_PARALLEL		"servation of issues on appeal from administrative hearings."" Ouradnik v. Henke, 2020 ND 39, ¶ 12, 938 N.W.2d 392 (citing"
19493	2020-06-29	2020 ND 39	938 N.W.2d 392	DB_NO_PARALLEL		"the agency, other parties, and the court of the particular claimed."" Ouradnik, 2020 ND 39, ¶ 13, 938 N.W.2d 392 (quoting"
19493	2020-06-29	2018 ND 33	905 N.W.2d 909	DB_NO_PARALLEL		"ence unless probable cause for the arrest is being challenged."" State v. Rende, 2018 ND 33, ¶ 6, 905 N.W.2d 909 (citing "
19493	2020-06-29	2018 ND 33	905 N.W.2d 909	DB_NO_PARALLEL		ere the results have the potential to significantly impact the jury. See Rende, 2018 ND 33, ¶ 9, 905 N.W.2d 909; Erickso
19495	2020-06-29	2019 ND 54	923 N.W.2d 137	OTHER		is a finding of fact, subject to the clearly erroneous standard. Dick v. Erman, 2019 ND 54, ¶ 14, 923 N.W.2d 137. A cour
19495	2020-06-29	2018 ND 21	905 N.W.2d 772	DB_NO_PARALLEL		guidelines in determining an award of spousal support. Thompson v. Thompson, 2018 ND 21, ¶ 30, 905 N.W.2d 772 (citation
17668	2020-07-22	2019 ND 261	934 N.W.2d 547	DB_NO_PARALLEL		ct of the action which might have been litigated in the first action. Fettig, 2019 ND 261, ¶ 18 , 934 N.W.2d 547 (quotin
17668	2020-07-22	2018 ND 28	906 N.W.2d 65	DB_NO_PARALLEL		ies determinations of privity and res judicata. Martin v. Marquee Pacific, LLC, 2018 ND 28, ¶ 19 , 906 N.W.2d 65 . A [¶
17671	2020-07-22	2019 ND 286	936 N.W.2d 55	DB_NO_PARALLEL		t. [¶3] Wieland appealed from the amended judgment. City of Fargo v. Wieland, 2019 ND 286 , 936 N.W.2d 55 . In her
17671	2020-07-22	2019 ND 286	936 N.W.2d 55	DB_NO_PARALLEL		ubsequent to the deposit of the full amount of the judgment in court. Wieland, 2019 ND 286, ¶ 29 , 936 N.W.2d 55 . Immed
17671	2020-07-22	2019 ND 286	936 N.W.2d 55	DB_NO_PARALLEL		n a political subdivision’s failure to deposit post-judgment interest. Wieland, 2019 ND 286, ¶ 29 , 936 N.W.2d 55 . Howe
17671	2020-07-22	2019 ND 248	934 N.W.2d 874	DB_NO_PARALLEL		n interpreting a statute is to determine legislative intent.” Herman v. Herman, 2019 ND 248, ¶ 8 , 934 N.W.2d 874 (citin
17671	2020-07-22	2019 ND 286	936 N.W.2d 55	DB_NO_PARALLEL		her post-judgment interest under N.D.C.C. § 28-20-34. City of Fargo v. Wieland, 2019 ND 286, ¶ 26 , 936 N.W.2d 55 . This
17673	2020-07-22	2019 ND 275	935 N.W.2d 534	DB_NO_PARALLEL		Appellate Procedure is discretionary with this Court.” Krump-Wootton v. Krump, 2019 ND 275 , ¶ 7, 935 N.W.2d 534 (quotin
17673	2020-07-22	2020 ND 20	937 N.W.2d 564	DB_NO_PARALLEL		decision granting a motion to dismiss is reviewed de novo. See Hondl v. State, 2020 ND 20, ¶ 5 , 937 N.W.2d 564 ; Hughes
17673	2020-07-22	2019 ND 273	935 N.W.2d 530	DB_NO_PARALLEL		v. State, 2020 ND 20, ¶ 5 , 937 N.W.2d 564 ; Hughes v. Olheiser Masonry, Inc., 2019 ND 273, ¶ 5 , 935 N.W.2d 530 . A [¶
17673	2020-07-22	2019 ND 256	934 N.W.2d 857	DB_NO_PARALLEL		Law Office, P.C., 2020 ND 22, ¶ 10 , 937 N.W.2d 885 (quoting State v. G.C.H., 2019 ND 256, ¶ 13 , 934 N.W.2d 857 ). “Sta
17673	2020-07-22	2019 ND 255	934 N.W.2d 879	DB_NO_PARALLEL		lleged damage. The word “shall” generally creates a mandatory duty. In re K.V., 2019 ND 255 , ¶ 16, 934 N.W.2d 879 ; Swe
17674	2020-07-22	2020 ND 23	937 N.W.2d 503	DB_NO_PARALLEL		of law that we review de novo on the record. Devore v. Am. Eagle Energy Corp., 2020 ND 23 , ¶ 10, 937 N.W.2d 503 (quotin
17674	2020-07-22	2019 ND 240	934 N.W.2d 5	DB_NO_PARALLEL		Eagle Energy Corp., 2020 ND 23 , ¶ 10, 937 N.W.2d 503 (quoting Brock v. Price, 2019 ND 240, ¶ 10 , 934 N.W.2d 5 ). Gener
17674	2020-07-22	2020 ND 53	940 N.W.2d 303	DB_NO_PARALLEL		at ¶ 10. We give meaning to each word, phrase, and sentence. Schulke v. Panos, 2020 ND 53, ¶ 8 , 940 N.W.2d 303 . When w
17675	2020-07-22	2019 ND 288	935 N.W.2d 788	DB_NO_PARALLEL		sed in 2005, with no action by the Legislative Assembly. Neutman v. N.D. Dep’t, 2019 ND 288 , 935 N.W.2d 788 ; Jesser
19500	2020-07-22	2018 ND 16	906 N.W.2d 87	DB_NO_PARALLEL		excluded from admission as hearsay pursuant to N.D.R.Ev. 807.” Matter of Gomez, 2018 ND 16, ¶ 15, 906 N.W.2d 87. [¶8] Ci
19500	2020-07-22	2018 ND 16	906 N.W.2d 87	DB_NO_PARALLEL		re civil in nature, and the North Dakota Rules of Civil Procedure apply. Gomez, 2018 ND 16, ¶ 10, 906 N.W.2d 87. Under N
17678	2020-07-30	2018 ND 53	907 N.W.2d 351	DB_NO_PARALLEL		is Court from reaching the merits of the appeal. Id. (quoting Tuhy v. Tuhy, 2018 ND 53, ¶ 7 , 907 N.W.2d 351 ). [¶8]
19504	2020-07-30	2019 ND 186	931 N.W.2d 239	NW_DIGIT_FLIP	931 N.W.2d 239 -> 931 N.W.2d 229	"derstood by those who drafted and adopted the provision. See Wilkens v. Westby, 2019 ND 186, ¶ 8, 931 N.W.2d 239 (""Using"
19504	2020-07-30	2019 ND 252	934 N.W.2d 531	DB_NO_PARALLEL		tion standard. Rocky Mountain Steel Foundations, Inc. v. Brockett Company, LLC, 2019 ND 252, ¶ 7, 934 N.W.2d 531 (citing
19504	2020-07-30	2019 ND 252	934 N.W.2d 531	DB_NO_PARALLEL		a lawsuit will bear its own attorney's fees. Rocky Mountain Steel Foundations, 2019 ND 252, ¶ 9, 934 N.W.2d 531 (citing 
17686	2020-08-26	2020 ND 126	943 N.W.2d 786	DB_NO_PARALLEL		findings under the clearly erroneous standard of review. Rustad v. Baumgartner, 2020 ND 126, ¶ 8 , 943 N.W.2d 786 . This
17679	2020-08-27	2018 ND 57	907 N.W.2d 370	DB_NO_PARALLEL		of review, and its conclusions of law are fully reviewable. Sauter v. Miller, 2018 ND 57, ¶ 8 , 907 N.W.2d 370 ; Moody v
17679	2020-08-27	2019 ND 230	933 N.W.2d 84	DB_NO_PARALLEL		Brash v. Gulleson, 2013 ND 156, ¶ 10 , 835 N.W.2d 798 ).” Larson v. Tonneson, 2019 ND 230, ¶ 10 , 933 N.W.2d 84 . A [¶
17679	2020-08-27	2019 ND 230	933 N.W.2d 84	DB_NO_PARALLEL		rse possession not founded upon a written instrument are explained in Tonneson, 2019 ND 230, ¶¶ 12-14 , 933 N.W.2d 84 : 
17679	2020-08-27	2018 ND 29	906 N.W.2d 98	DB_NO_PARALLEL		ger, 2002 ND 38, ¶ 7 , 640 N.W.2d 454 ; see also Benson v. Feland Bros. Props., 2018 ND 29, ¶ 15 , 906 N.W.2d 98 ; Benso
17679	2020-08-27	2018 ND 57	907 N.W.2d 370	DB_NO_PARALLEL		ce applies when parties mutually mistake a boundary as a property line. Sauter, 2018 ND 57, ¶ 10 , 907 N.W.2d 370 . “The
17679	2020-08-27	2018 ND 57	907 N.W.2d 370	DB_NO_PARALLEL		not second-guess the district court on its credibility determinations.” Sauter, 2018 ND 57, ¶ 8 , 907 N.W.2d 370 . Becau
17681	2020-08-27	2019 ND 230	933 N.W.2d 84	DB_NO_PARALLEL		of review, and its conclusions of law are fully reviewable. Larson v. Tonneson, 2019 ND 230, ¶ 10 , 933 N.W.2d 84 . A fi
17684	2020-08-27	2019 ND 273	935 N.W.2d 530	DB_NO_PARALLEL		of law, which is fully reviewable on appeal. Hughes v. Olheiser Masonry, Inc., 2019 ND 273, ¶ 8 , 935 N.W.2d 530 . [¶7] 
17684	2020-08-27	2019 ND 252	934 N.W.2d 531	DB_NO_PARALLEL		e interpret a statute. Rocky Mountain Steel Founds., Inc. v. Brockett Co., LLC, 2019 ND 252, ¶ 11 , 934 N.W.2d 531 . Wor
19507	2020-08-27	2019 ND 256	934 N.W.2d 857	DB_NO_PARALLEL		ot to be disregarded under the pretext of pursuing its spirit. State v. G.C.H., 2019 ND 256, ¶ 13, 934 N.W.2d 857; N.D.C
17688	2020-09-15	2019 ND 301	936 N.W.2d 528	DB_NO_PARALLEL		tial responsibility] decision involving two fit parents.” Lessard v. Johnson, 2019 ND 301, ¶ 12 , 936 N.W.2d 528 (quotin
19510	2020-09-15	2019 ND 284	936 N.W.2d 380	DB_NO_PARALLEL		or holdings in State v. Gonzalez, 2011 ND 143, 799 N.W.2d 402, State v. Dubois, 2019 ND 284, 936 N.W.2d 380, and Stat
17694	2020-09-16	2018 ND 34	905 N.W.2d 914	DB_NO_PARALLEL		adjusted by property division or rehabilitative support.” Innis-Smith v. Smith, 2018 ND 34, ¶ 22 , 905 N.W.2d 914 (citin
17694	2020-09-16	2018 ND 34	905 N.W.2d 914	DB_NO_PARALLEL		upport a finding the spousal support award was rehabilitative. See Innis-Smith, 2018 ND 34, ¶ 22 , 905 N.W.2d 914 . [¶17
17694	2020-09-16	2020 ND 110	943 N.W.2d 804	DB_NO_PARALLEL		left with a definite and firm conviction a mistake has been made. Sims v. Sims, 2020 ND 110, ¶ 12 , 943 N.W.2d 804 . [¶4
17696	2020-10-21	2018 ND 23	905 N.W.2d 744	DB_NO_PARALLEL		consider the merits of an appeal, we must have jurisdiction.” Kautzman v. Doll, 2018 ND 23, ¶ 6 , 905 N.W.2d 744 . Among
17696	2020-10-21	2019 ND 299	936 N.W.2d 109	DB_NO_PARALLEL		” State v. Bates, 2007 ND 15, ¶ 5 , 726 N.W.2d 595 ; see also Thomas v. Thomas, 2019 ND 299, ¶ 7 , 936 N.W.2d 109 . IV [
17698	2020-10-21	2020 ND 144	945 N.W.2d 246	DB_NO_PARALLEL		[¶4] We summarily affirm under N.D.R.App.P. 35.1(a)(7). See State v. Pouliot, 2020 ND 144, ¶ 12 , 945 N.W.2d 246 (“In th
17718	2020-10-21	2019 ND 286	936 N.W.2d 55	DB_NO_PARALLEL		in the record raising an issue of material fact. 5 City of Fargo v. Wieland, 2019 ND 286, ¶ 6 , 936 N.W.2d 55 (quoting
17718	2020-10-21	2019 ND 240	934 N.W.2d 5	DB_NO_PARALLEL		of Fargo v. Wieland, 2019 ND 286, ¶ 6 , 936 N.W.2d 55 (quoting Brock v. Price, 2019 ND 240, ¶ 10 , 934 N.W.2d 5 ). The d
17719	2020-10-21	2020 ND 53	940 N.W.2d 303	DB_NO_PARALLEL		f a statute is a question of law, fully reviewable on appeal. Schulke v. Panos, 2020 ND 53, ¶ 8 , 940 N.W.2d 303 (citati
17719	2020-10-21	2019 ND 290	936 N.W.2d 114	DB_NO_PARALLEL		to the plain language of the statute to ascertain its meaning. State v. Comes, 2019 ND 290, ¶ 7 , 936 N.W.2d 114 (citing
17719	2020-10-21	2018 ND 12	906 N.W.2d 77	DB_NO_PARALLEL		v. Comes, 2019 ND 290, ¶ 7 , 936 N.W.2d 114 (citing State v. 2 Kostelecky, 2018 ND 12, ¶ 8 , 906 N.W.2d 77 ); see al
17719	2020-10-21	2018 ND 9	906 N.W.2d 73	DB_NO_PARALLEL		nings.” Schulke, at ¶ 8 (quoting Guthmiller v. Director, N.D. Dep’t of Transp., 2018 ND 9, ¶ 8 , 906 N.W.2d 73 ). [¶7]
17720	2020-10-21	2020 ND 120	943 N.W.2d 757	DB_NO_PARALLEL		nd resolves conflicts in testimony in favor of affirmance. State v. Washington, 2020 ND 120, ¶ 7 , 943 N.W.2d 757 . Ques
17720	2020-10-21	2018 ND 31	906 N.W.2d 120	DB_NO_PARALLEL		ringent protections than the federal constitution requires. See State v. Brown, 2018 ND 31, ¶ 9 , 906 N.W.2d 120 ; see a
19523	2020-10-21	2019 ND 230	933 N.W.2d 84	DB_NO_PARALLEL		Gimbel v. Magrum, 2020 ND 181, ¶ 5, 947 N.W.2d 891 (quoting Larson v. Tonneson, 2019 ND 230, ¶ 10, 933 N.W.2d 84) (clean
19524	2020-10-21	2016 ND 242	888 N.W.2d 205	OTHER		31. Hehn’s subsequent petitions for discharge have been denied. See In re Hehn, 2016 ND 242, 888 N.W.2d 205; In re He
19524	2020-10-21	2012 ND 191	821 N.W.2d 385	ND_DIGIT_FLIP	2012 ND 191 -> 2012 ND 196	15 ND 218, 868 N.W.2d 551; In re Hehn, 2013 ND 191, 838 N.W.2d 469; In re Hehn, 2012 ND 191, 821 N.W.2d 385; In re He
19524	2020-10-21	2019 ND 263	934 N.W.2d 417	DB_NO_PARALLEL		iduals under a modified clearly erroneous standard of review. See In re Didier, 2019 ND 263, ¶ 3, 934 N.W.2d 417; In re 
17725	2020-11-19	2017 ND 236	903 N.W.2d 60	ND_DIGIT_FLIP	2017 ND 236 -> 2017 ND 235	was summarily dismissed. This Court affirmed the dismissal in Wisham v. State, 2017 ND 236 , 903 N.W.2d 60 . 1 [¶
17732	2020-11-19	2018 ND 34	905 N.W.2d 914	DB_NO_PARALLEL		a definite and firm conviction a mistake has been made.” Innis-Smith v. Smith, 2018 ND 34, ¶ 7 , 905 N.W.2d 914 . A [¶
17736	2020-11-19	2019 ND 301	936 N.W.2d 528	DB_NO_PARALLEL		nt who will promote the child’s best interests and welfare. Lessard v. Johnson, 2019 ND 301, ¶ 13 , 936 N.W.2d 528 . “In
17736	2020-11-19	2018 ND 48	907 N.W.2d 41	DB_NO_PARALLEL		favor neither party, the matter is a close call. See Rebenitsch v. Rebenitsch, 2018 ND 48, ¶ 14 , 907 N.W.2d 41 . W.A. a
19527	2020-11-19	2020 ND 140	945 N.W.2d 306	DB_NO_PARALLEL		pulously and fully carried out our mandate’s terms. Dale Expl., LLC v. Hiepler, 2020 ND 140, ¶ 13, 945 N.W.2d 306 (quoti
19529	2020-11-19	2020 ND 192	948 N.W.2d 838	DB_NO_PARALLEL		entiary hearing. See, e.g., Envtl. Law & Policy Ctr. v. N.D. Pub. Serv. Comm’n, 2020 ND 192, ¶¶ 16-18, 948 N.W.2d 838 (e
19529	2020-11-19	2019 ND 240	934 N.W.2d 5	DB_NO_PARALLEL		acts or if the only issues to be resolved are questions of law. Brock v. Price, 2019 ND 240, ¶ 10, 934 N.W.2d 5; see N.D
19529	2020-11-19	2020 ND 125	943 N.W.2d 826	DB_NO_PARALLEL		mative defense has the burden to prove that defense. Matter of Estate of Sande, 2020 ND 125, ¶ 13, 943 N.W.2d 826 (citin
19529	2020-11-19	2020 ND 148	945 N.W.2d 331	DB_NO_PARALLEL		his Court to take judicial notice on appeal. See, e.g., Wisnewski v. Wisnewski, 2020 ND 148, ¶ 18, 945 N.W.2d 331 (takin
19529	2020-11-19	2019 ND 262	934 N.W.2d 543	DB_NO_PARALLEL		ntered into evidence in the district court had been extended); State v. Vetter, 2019 ND 262, ¶¶ 5-6, 934 N.W.2d 543 (den
19531	2020-11-19	2020 ND 76	941 N.W.2d 529	DB_NO_PARALLEL		based on erroneously admitted evidence. Christianson v. N.D. Dep’t of Transp., 2020 ND 76, 941 N.W.2d 529. [¶3] In
19533	2020-11-19	2018 ND 12	906 N.W.2d 77	DB_NO_PARALLEL		y of damages independent from any action by the State. See State v. Kostelecky, 2018 ND 12, ¶ 12, 906 N.W.2d 77 (explain
17739	2020-12-17	2018 ND 31	906 N.W.2d 120	DB_NO_PARALLEL		ards set by the Fourth Amendment and the exclusionary rule. See State v. Brown, 2018 ND 31, ¶ 9 , 906 N.W.2d 120 (interp
